Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
Critical,0.09,20.99,4.81,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Karnataka,Belgaum,South,India,2010-03-31,2010-04-01,272.69399999999996,2,38.98
High,0.01,4.91,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Ghaziabad,North,India,2010-04-04,2010-04-06,112.06,47,228.46
High,0.09,4.0,1.3,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2010-04-04,2010-04-06,16.79,19,77.61
Low,0.0001,35.99,0.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Rewa,West,India,2010-04-04,2010-04-11,840.0509999999999,46,1477.57
High,0.01,4.91,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Kerala,Pathanamthitta,South,India,2010-04-04,2010-04-06,40.247699999999995,12,58.33
High,0.09,4.0,1.3,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Kerala,Pathanamthitta,South,India,2010-04-04,2010-04-06,14.0898,5,20.42
High,0.1,36.55,13.89,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bankura,East,India,2010-04-05,2010-04-07,-89.572,11,379.72
High,0.01,13.43,5.5,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Kerala,Trivandrum,South,India,2010-04-06,2010-04-13,-313.02180000000004,7,99.75
High,0.06,89.83,35.0,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,Bihar,Sitamarhi,North,India,2010-04-06,2010-04-08,31.11,4,366.26
High,0.1,13.43,5.5,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Bihar,Sitamarhi,North,India,2010-04-06,2010-04-08,358.2954,12,157.99
High,0.01,125.99,7.69,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Bihar,Sitamarhi,North,India,2010-04-06,2010-04-06,8.322,11,1212.88
High,0.02,5.58,5.3,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Bihar,Jhanjharpur,North,India,2010-04-07,2010-04-12,-29.898400000000002,11,68.46
Low,0.03,40.89,18.98,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Bihar,Jhanjharpur,North,India,2010-04-07,2010-04-14,52.9166,21,885.23
Low,0.1,40.48,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Ghaziabad,North,India,2010-04-07,2010-04-09,-580.32,36,1423.35
Medium,0.0001,65.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Maharashtra,Ramtek,West,India,2010-04-07,2010-04-08,369.9987,9,536.23
High,0.02,178.47,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Medinipur,East,India,2010-04-07,2010-04-08,106.98479999999999,1,193.81
Low,0.07,2.12,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2010-04-09,2010-04-11,-55.84,46,99.94
High,0.03,4.48,49.0,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Large Box,Andhra Pradesh,Guntur,South,India,2010-04-09,2010-04-11,64.26599999999999,2,21.46
High,0.06,350.99,39.0,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Andhra Pradesh,Guntur,South,India,2010-04-09,2010-04-11,-302.6156,10,3506.78
High,0.09,40.98,6.5,Express Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,Andhra Pradesh,Guntur,South,India,2010-04-09,2010-04-11,5.6916,7,267.69
High,0.09,349.45,60.0,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Drum,Andhra Pradesh,Guntur,South,India,2010-04-09,2010-04-10,-369.10999999999996,7,2307.26
High,0.08,11.7,6.96,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,Maharashtra,Akola,West,India,2010-04-10,2010-04-13,28.566,8,87.8
High,0.03,15.99,11.28,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Ratlam,West,India,2010-04-10,2010-04-11,-53.2962,2,35.48
High,0.05,35.51,6.31,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Tenkasi,South,India,2010-04-12,2010-04-14,6.11,2,73.1
High,0.1,8.34,2.64,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Tamil Nadu,Thanjavur,South,India,2010-04-12,2010-04-12,-6.34,6,47.95
High,0.03,8.04,8.94,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Theni,South,India,2010-04-12,2010-04-14,-160.2755,9,76.77
High,0.08,7.28,11.15,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Kanniyakumari,South,India,2010-04-13,2010-04-14,-44.415000000000006,1,14.66
Critical,0.1,226.67,28.16,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Assam,Silchar,East,India,2010-04-15,2010-04-17,-390.76800000000003,5,1088.26
High,0.01,125.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Jabalpur,West,India,2010-04-16,2010-04-18,-45.471999999999994,9,1011.44
High,0.0001,2.78,1.49,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Tenkasi,South,India,2010-04-16,2010-04-17,20.6448,9,29.92
High,0.02,419.19,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Andhra Pradesh,Ongole,South,India,2010-04-17,2010-04-17,-39.606,10,4354.55
Medium,0.1,300.97,7.18,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Jharkhand,Giridih,North,India,2010-04-18,2010-04-19,138.018,4,1094.33
Medium,0.06,39.89,3.04,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Maharashtra,Satara,West,India,2010-04-18,2010-04-20,38.874,10,389.97
Critical,0.02,130.98,30.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Solapur,West,India,2010-04-18,2010-04-19,90.762,6,793.39
Low,0.01,79.52,48.2,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Kerala,Trivandrum,South,India,2010-04-19,2010-04-26,-40.684,8,667.84
High,0.1,19.98,5.77,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Bantva,West,India,2010-04-20,2010-04-20,35.09,3,57.41
High,0.05,30.98,9.18,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,2010-04-21,2010-04-21,61.47,12,382.29
High,0.05,22.99,8.99,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Rewa,West,India,2010-04-21,2010-04-28,18.27,37,881.74
Low,0.04,212.6,110.2,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,2010-04-21,2010-04-25,-513.79042,33,7384.18
High,0.05,363.25,19.99,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Karnataka,Koppal,South,India,2010-04-21,2010-04-21,-269.7555,5,1867.04
High,0.04,15.42,10.68,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Telangana,Mahbubnagar,South,India,2010-04-22,2010-04-23,-109.70400000000001,5,81.14
High,0.02,4.57,5.42,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Meghalaya,Tura,East,India,2010-04-22,2010-04-26,-352.81399999999996,11,54.04
High,0.03,5.28,5.61,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,2010-04-23,2010-04-24,-16.67,5,32.5
High,0.08,2.89,0.49,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Orissa,Bhubaneshwar,East,India,2010-04-23,2010-04-23,38.406000000000006,1,3.07
High,0.03,5.28,5.61,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Etawah,North,India,2010-04-23,2010-04-24,-16.67,1,6.5
Low,0.03,35.41,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Assam,Silchar,East,India,2010-04-24,2010-04-26,1912.4219999999998,10,367.52
High,0.0001,142.86,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Assam,Silchar,East,India,2010-04-24,2010-05-03,-739.326,11,1576.35
High,0.06,4.28,0.94,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2010-04-26,2010-04-28,0.3699999999999992,9,38.96
High,0.04,419.19,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Rewa,West,India,2010-04-26,2010-04-27,1947.67,20,8048.45
Low,0.09,300.97,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Firozabad,North,India,2010-04-27,2010-04-27,17.772,10,2848.38
Medium,0.08,125.99,7.69,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Salem,South,India,2010-04-29,2010-04-30,374.625,7,710.36
Critical,0.06,65.99,8.8,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2010-04-30,2010-05-01,288.09,34,1912.98
Critical,0.0001,195.99,4.2,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2010-04-30,2010-05-02,1030.509,24,4170.87
High,0.02,21.98,2.87,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Orissa,Cuttack,East,India,2010-04-30,2010-05-02,165.6345,11,240.05
Critical,0.06,65.99,8.8,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Deoria,North,India,2010-04-30,2010-05-01,288.09,9,506.38
Critical,0.0001,195.99,4.2,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Deoria,North,India,2010-04-30,2010-05-02,719.4767999999999,6,1042.72
High,0.06,4.98,7.44,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Katihar,North,India,2010-05-01,2010-05-02,-37.562,10,53.21
High,0.01,6.48,7.37,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Katihar,North,India,2010-05-01,2010-05-03,-449.69399999999996,18,122.8
High,0.01,11.7,5.63,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bareilly,North,India,2010-05-01,2010-05-03,39.209999999999994,16,196.69
High,0.03,4.55,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bareilly,North,India,2010-05-01,2010-05-01,100.38000000000001,9,40.28
High,0.08,4.0,1.3,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Nellore,South,India,2010-05-02,2010-05-04,28.4,14,51.99
Critical,0.06,276.2,24.49,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Large Box,Maharashtra,Hingoli,West,India,2010-05-04,2010-05-05,2639.4708,14,3825.32
Critical,0.09,6.28,5.29,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Maharashtra,Hingoli,West,India,2010-05-04,2010-05-04,-5.2,1,8.53
High,0.05,178.47,19.99,Express Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Orissa,Koraput,East,India,2010-05-04,2010-05-07,943.0,9,1531.31
High,0.07,5.34,5.63,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surendranagar,West,India,2010-05-04,2010-05-06,-116.3455,13,66.65
Medium,0.03,160.98,30.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Gujarat,Surendranagar,West,India,2010-05-04,2010-05-05,1304.9,18,2934.16
Medium,0.04,65.99,5.63,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Gujarat,Surendranagar,West,India,2010-05-04,2010-05-04,605.0472,15,876.88
High,0.07,2.78,1.49,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Hardoi,North,India,2010-05-07,2010-05-08,-340.5311,17,47.12
Medium,0.01,16.48,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Giridih,North,India,2010-05-07,2010-05-08,739.674,7,122.93
High,0.07,4.76,0.88,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Shahdol,West,India,2010-05-07,2010-05-09,33.347699999999996,10,48.33
High,0.08,6.48,8.4,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Rae Bareli,North,India,2010-05-07,2010-05-07,58.812,7,45.0
Not Specified,0.03,29.34,7.87,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Satna,West,India,2010-05-08,2010-05-10,-41.32,1,32.4
High,0.05,6.48,8.73,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,2010-05-09,2010-05-09,-160.3847,35,232.5
High,0.05,6.48,2.74,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Andhra Pradesh,Narasaraopet,South,India,2010-05-09,2010-05-09,15.096,15,94.27
High,0.09,12.53,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Andhra Pradesh,Narasaraopet,South,India,2010-05-09,2010-05-10,14.912399999999998,7,82.21
High,0.08,65.99,8.99,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Narasaraopet,South,India,2010-05-09,2010-05-11,-135.226,8,417.47
High,0.01,15.67,1.39,Express Air,Personel Usage,Processed Meat,Caviar,Small Box,Tamil Nadu,Vellore,South,India,2010-05-11,2010-05-11,-273.98,11,188.09
Not Specified,0.08,128.24,12.65,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Medium Box,Assam,Tezpur,East,India,2010-05-12,2010-05-13,-379.344,3,366.44
Not Specified,0.04,5.98,4.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Assam,Tezpur,East,India,2010-05-12,2010-05-14,-1522.3039999999999,11,69.75
High,0.08,2.62,0.8,Express Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Maharashtra,Kalyan,West,India,2010-05-13,2010-05-15,21.769499999999997,12,31.55
High,0.0001,5.28,5.61,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Sambhal,North,India,2010-05-14,2010-05-14,-149.212,15,85.26
Medium,0.06,8.32,2.38,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2010-05-15,2010-05-17,-36.63,12,101.26
High,0.08,2.94,0.96,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2010-05-15,2010-05-17,-2.12,6,17.4
High,0.01,30.98,6.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Jharkhand,Jamshedpur,North,India,2010-05-15,2010-05-16,46.29,11,363.37
High,0.01,40.99,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Jamshedpur,North,India,2010-05-15,2010-05-18,177.79,11,480.75
High,0.09,5.4,7.78,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Bhavnagar,West,India,2010-05-16,2010-05-17,-136.252,9,49.24
High,0.0001,14.42,6.75,Express Air,Stand Alone Restaurants,Processed Meat,Jelly Fish,Medium Box,West Bengal,Serampore,East,India,2010-05-16,2010-05-17,9.33,6,98.96
High,0.07,19.84,4.1,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bangaon,East,India,2010-05-17,2010-05-18,117.852,9,170.8
Not Specified,0.01,65.99,8.99,Express Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tenkasi,South,India,2010-05-20,2010-05-21,396.972,14,782.0
High,0.01,5.94,9.92,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Tamil Nadu,Tiruvallur,South,India,2010-05-20,2010-05-23,-239.315,12,74.77
High,0.0001,6.48,5.11,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Tiruvallur,South,India,2010-05-20,2010-05-22,-33.31,18,127.81
High,0.09,5.84,0.83,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bishnupur,East,India,2010-05-21,2010-05-25,-2.87,1,5.9
Not Specified,0.07,12.99,9.44,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Medium Box,Maharashtra,Nagpur,West,India,2010-05-21,2010-05-23,-114.63990000000001,18,231.79
Medium,0.01,115.99,56.14,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Andhra Pradesh,Srikakulam,South,India,2010-05-22,2010-05-23,-164.39520000000002,5,604.35
Critical,0.1,130.98,30.0,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Bhind,West,India,2010-05-22,2010-05-24,-592.43,18,2259.99
Not Specified,0.09,77.51,4.0,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Punjab,Amritsar,West,India,2010-05-23,2010-05-25,-986.5239999999999,17,1300.54
High,0.0001,2.88,0.7,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Punjab,Amritsar,West,India,2010-05-23,2010-05-25,-141.666,13,38.06
Medium,0.1,218.08,18.06,Express Air,Personel Usage,Preserved Food,Sundried Tomatoes,Large Box,Uttar Pradesh,Jaunpur,North,India,2010-05-24,2010-05-25,1318.83,12,2366.51
High,0.06,47.9,5.86,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vijayawada,South,India,2010-05-25,2010-05-27,21.78,2,94.2
High,0.03,5.44,7.46,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,2010-05-25,2010-05-27,-51.704,4,26.31
High,0.08,26.38,5.58,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,2010-05-25,2010-05-26,144.7482,8,209.78
Not Specified,0.06,20.99,2.5,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,Uttar Pradesh,Muzaffarnagar,North,India,2010-05-25,2010-05-27,-112.189,1,17.83
High,0.04,37.7,2.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Ratlam,West,India,2010-05-27,2010-05-28,299.6739,12,434.31
Critical,0.01,55.99,5.0,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Sagar,West,India,2010-05-27,2010-05-28,-235.895,1,51.83
High,0.03,17.7,9.47,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Agra,North,India,2010-05-28,2010-05-30,28.182599999999997,11,201.77
High,0.02,6.48,7.91,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Nalgonda,South,India,2010-05-29,2010-05-31,-1191.526,2,16.5
High,0.01,23.99,6.3,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Orissa,Bargarh,East,India,2010-05-29,2010-05-31,-6.202,11,284.39
High,0.04,3.68,1.32,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Wrap Bag,Gujarat,Porbandar,West,India,2010-06-01,2010-06-02,300.9258,11,41.29
Low,0.08,259.71,66.67,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Balaghat,West,India,2010-06-03,2010-06-07,138.22199999999998,17,4086.5
High,0.09,2.61,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Maharashtra,Kalyan,West,India,2010-06-03,2010-06-05,29.380199999999995,17,42.58
Not Specified,0.01,145.98,46.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,West Bengal,Asansol,East,India,2010-06-03,2010-06-03,-134.512,9,1370.79
High,0.05,161.55,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Balurghat,East,India,2010-06-03,2010-06-08,1892.424,19,3127.69
Low,0.06,115.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Chhattisgarh,Mahasamund,North,India,2010-06-04,2010-06-06,-13.068000000000001,5,495.82
High,0.09,363.25,19.99,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Jhanjharpur,North,India,2010-06-05,2010-06-06,732.2698,21,7497.05
High,0.02,6.47,1.22,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2010-06-06,2010-06-07,40.2,30,193.95
High,0.07,2.84,0.93,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2010-06-06,2010-06-08,3.21,59,158.8
High,0.06,44.01,3.5,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Mathura,North,India,2010-06-07,2010-06-08,-21.232,1,46.94
Low,0.05,100.97,7.18,Express Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,Assam,Abhayapuri,East,India,2010-06-08,2010-06-08,881.4680999999999,13,1277.49
High,0.05,8.85,5.6,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2010-06-10,2010-06-11,-9.177,21,199.08
High,0.0001,55.48,14.3,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Aonla,North,India,2010-06-12,2010-06-14,454.4478,11,658.62
High,0.07,177.98,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Gujarat,Valsad,West,India,2010-06-13,2010-06-13,-191.548,3,536.29
Critical,0.02,209.84,21.21,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,2010-06-14,2010-06-14,2593.14,62,13546.94
Critical,0.01,194.3,11.54,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,2010-06-14,2010-06-16,1162.76,32,6401.65
High,0.03,4.24,5.41,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Karnal,North,India,2010-06-15,2010-06-17,-84.4376,13,58.68
High,0.04,2.94,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Haryana,Karnal,North,India,2010-06-15,2010-06-16,24.312,18,53.1
Not Specified,0.09,7.38,5.21,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Hoshangabad,West,India,2010-06-17,2010-06-18,-27.160000000000004,9,66.55
High,0.04,5.98,5.15,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Hoshangabad,West,India,2010-06-17,2010-06-18,-52.34400000000001,17,103.49
High,0.04,15.42,10.68,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Hoshangabad,West,India,2010-06-17,2010-06-18,-119.93599999999999,12,192.18
High,0.0001,8.74,8.29,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Chhattisgarh,Durg,North,India,2010-06-24,2010-06-26,-79.4,14,131.62
